director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genre_1,genre_2,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment
Joe Nussbaum,83,104,18,741,Thomas McDonell,1000,10106233,Comedy,NA,Cameron Monaghan,Prom ,12702,5190,Aimee Teegarden,0,decoration|father daughter relationship|high school|prom|teenager,32,USA,PG,8000000,2011,962,5.4,0,2106233,26.3279125
Steve Rash,11,89,15,660,Nia Long,883,4692814,Comedy,NA,Barry Corbin,Held Up ,2870,3291,Jake Busey,2,hold up|hostage|stockholm syndrome|swat team|vegetarian,34,USA,PG-13,8000000,1999,826,5.1,77,-3307186,-41.339825000000005
Fina Torres,72,92,26,417,John de Lancie,1000,5018450,Comedy,Romance,Harold Perrineau,Woman on Top ,8546,2687,Mark Feuerstein,0,cross dresser|food|friend|motion sickness|restaurant,86,USA,R,8000000,2000,905,5.3,859,-2981550,-37.269375
Duke Johnson,328,90,26,0,Tom Noonan,1000,3442820,Animation,Drama,Jennifer Jason Leigh,Anomalisa ,31489,1442,David Thewlis,0,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,140,USA,R,8000000,2015,442,7.3,0,-4557180,-56.964749999999995
Mike Leigh,248,129,608,386,Imelda Staunton,1000,3205244,Comedy,NA,Jim Broadbent,Another Year ,23629,2265,Phil Davis,0,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,141,Others,PG-13,10000000,2010,579,7.3,0,-6794756,-67.94756
François Ozon,128,111,341,569,Isabelle Huppert,963,3076425,Comedy,Musical,Catherine Deneuve,8 Women ,23660,3543,Emmanuelle Béart,1,cook|industrialist|secret|snowstorm|suspect,162,Others,R,8000000,2002,678,7.1,0,-4923575,-61.544687499999995
Mark L. Lester,45,79,73,112,Tia Carrere,1000,2275557,Action,Crime,Cary-Hiroyuki Tagawa,Showdown in Little Tokyo ,12561,2404,Vernee Watson,2,bare chested male|detective|electric torture|japanese american|yakuza,102,USA,R,8000000,1991,1000,6,0,-5724443,-71.5555375
David Dobkin,49,104,71,168,Vince Vieluf,1000,1789892,Comedy,NA,Janeane Garofalo,Clay Pigeons ,9494,1795,Kevin Rahm,1,breasts|serial killer|small town|vomiting|widow,109,Others,R,8000000,1998,261,6.6,515,-6210108,-77.62635
Anna Boden,163,101,16,472,Jeremy Davies,943,6350058,Comedy,Romance,Zoë Kravitz,It's Kind of a Funny Story ,106098,2786,Jim Gaffigan,3,based on novel|depression|psychiatric ward|suicide attempt|therapy,150,USA,PG-13,8000000,2010,769,7.2,20000,-1649942,-20.624275
Nigel Cole,163,113,13,594,Robbie Kay,5000,1094798,Biography,Drama,Bob Hoskins,Made in Dagenham ,11158,7692,Sally Hawkins,6,equal pay|machinist|minister|protest|sex,73,Others,R,7200000,2010,629,7.2,0,-6105202,-84.79447222222221
Anand Tucker,90,92,14,291,Jim Broadbent,14000,1071240,Biography,NA,Colin Firth,When Did You Last See Your Father? ,3571,15848,Gina McKee,2,cancer|children|death|terminal cancer|time,34,Others,PG-13,8000000,2007,1000,6.9,429,-6928760,-86.6095
Steve James,23,106,23,200,Laurel Holloman,1000,532190,Biography,Romance,Kurtwood Smith,Prefontaine ,5673,1610,Amy Locane,2,long distance runner|olympics|oregon|runner|watching television,37,USA,PG-13,8000000,1997,273,6.8,0,-7467810,-93.347625
Tomm Moore,118,75,45,4,Mick Lally,61,686383,Adventure,Family,Sean Lennon,The Secret of Kells ,22811,75,Evan McGuire,0,barbarian|fairy|forest|monastery|unfinished book,71,Others,Not Rated,6500000,2009,5,7.7,11000,-5813617,-89.44026153846154
John Carney,283,104,109,7,Karen Pittman,480,16168741,Drama,NA,James Corden,Begin Again ,99430,517,Mary Catherine Garrison,1,manhattan new york city|new york city|record label|singer|song,182,USA,R,8000000,2013,12,7.4,43000,8168741,102.10926250000001
David Jacobson,74,108,12,710,Bruce Dern,2000,568695,Drama,Thriller,Hunter Parrish,Down in the Valley ,16617,3921,Rory Culkin,2,beach|cowboy|cowboy hat|neo western|valley,110,USA,R,8000000,2005,844,6.5,412,-7431305,-92.8913125
Michael Corrente,41,99,30,209,Tony Devon,480,398420,Crime,NA,Jerry Ferrara,Brooklyn Rules ,5049,1234,Alexa Havins,3,1980s|friend|friendship|loyalty|mafia,48,USA,R,8000000,2007,257,6.4,226,-7601580,-95.01975
Keith Gordon,66,109,200,1000,Robin Wright,21000,336456,Comedy,Musical,Robert Downey Jr.,The Singing Detective ,7116,41645,Alfre Woodard,2,detective|detective novel|fantasy sequence|hallucination|writer,79,USA,R,8000000,2003,18000,5.6,494,-7663544,-95.79429999999999
Andrew Currie,140,93,8,33,Henry Czerny,553,298110,Comedy,Horror,Alexia Fast,Fido ,25055,786,Kesun Loder,1,decapitation|neighbor|neighborhood|next door neighbor|zombie,98,Others,R,8000000,2006,177,6.8,0,-7701890,-96.273625
Andrew Wilson,32,99,387,399,Eddie Griffin,8000,127144,Comedy,Romance,Will Ferrell,The Wendell Baker Story ,5159,9608,Jacob Vargas,4,directorial debut|fantasy sequence|nurse|old age home|prison,27,USA,PG-13,8000000,2005,489,5.5,143,-7872856,-98.41069999999999
Jonathan Lynn,68,98,36,405,Rupert Everett,10000,117190,Action,Crime,Rupert Grint,Wild Target ,29994,11770,Geoff Bell,4,apprentice|assassin|hitman|kleptomaniac|thief,86,Others,PG-13,8000000,2010,692,6.9,0,-7882810,-98.53512500000001
Marc Schölermann,79,95,3,448,Larry Drake,905,108662,Crime,Thriller,John de Lancie,Pathology ,26849,3185,Johnny Whitworth,0,corpse|dark humor|medical school|murder|pathology,107,USA,R,8000000,2008,513,6,3000,-7891338,-98.64172500000001
Robert Moresco,26,107,53,463,Brad Renfro,954,53481,Crime,Thriller,Brian Dennehy,10th & Wolf ,5557,2512,Dash Mihok,5,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,34,USA,R,8000000,2006,551,6.4,294,-7946519,-99.33148750000001
Thomas Vinterberg,100,102,346,488,Chris Owen,947,23106,Comedy,Drama,Michael Angarano,Dear Wendy ,9003,2572,William Hootkins,0,gang|gun|loner|love|outcast,58,Others,Unrated,50000000,2004,526,6.6,532,-49976894,-99.953788
Claudia Llosa,56,97,43,47,Zen McGrath,144,52961,Drama,NA,Ian Tracey,Aloft ,2103,326,William Shimell,1,NA,11,Others,R,8000000,2014,63,5.3,675,-7947039,-99.3379875
Katsuhiro Ôtomo,150,124,78,4,Takeshi Kusao,6,439162,Action,Sci-Fi,Mitsuo Iwata,Akira ,106160,28,Tesshô Genda,0,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,430,Others,R,1100000000,1988,5,8.1,0,-1099560838,-99.96007618181818
Ol Parker,85,90,21,112,Ben Miles,186,671240,Comedy,Romance,Celia Imrie,Imagine Me & You ,23023,619,Darren Boyd,0,florist|friend|friendship|lesbian|love,149,Others,R,7900000,2005,119,6.9,0,-7228760,-91.5032911392405
David Webb Peoples,21,90,73,26,Joan Chen,848,882290,Action,Sport,Delroy Lindo,The Blood of Heroes ,4792,1526,Anna Katarina,2,battle|blood splatter|combat|game|showdown,43,Others,R,10000000,1989,643,6.5,999,-9117710,-91.1771
Bruce Beresford,61,99,78,325,Jessica Tandy,11000,106593296,Comedy,Family,Morgan Freeman,Driving Miss Daisy ,72324,12619,Patti LuPone,1,1950s|african american|jewish|old age|widow,134,USA,PG,7500000,1989,509,7.4,3000,99093296,1321.2439466666665
George Tillman Jr.,34,115,88,890,Mekhi Phifer,1000,43490057,Comedy,NA,Vanessa Williams,Soul Food ,5275,4737,Vivica A. Fox,6,1990s|family relationships|food in title|sister|unity,30,USA,R,7500000,1997,1000,6.9,508,35990057,479.8674266666667
Stanley Tong,62,89,7,36,Anita Mui,186,32333860,Action,NA,Françoise Yip,Rumble in the Bronx ,29843,407,Garvin Cross,1,fight|gang|greed|street gang|wedding,81,Others,R,7500000,1995,147,6.7,0,24833860,331.11813333333333
Jason Reitman,239,92,655,88,Cameron Bright,24000,24792061,Comedy,NA,J.K. Simmons,Thank You for Smoking ,191998,25092,Todd Louiso,0,cigarette smoking|lobbyist|political satire|reporter|tobacco industry,323,USA,R,6500000,2005,829,7.6,0,18292061,281.41632307692305
Eli Roth,252,94,0,658,Lauren German,1000,17544812,Horror,NA,Jay Hernandez,Hostel: Part II ,69989,4707,Stanislav Ianevski,0,american|hostel|slovakia|torture|train,384,USA,R,10000000,2007,683,5.4,0,7544812,75.44812
Lone Scherfig,278,100,92,221,Olivia Williams,3000,12574715,Drama,NA,Dominic Cooper,An Education ,112138,4198,Ellie Kendrick,0,1960s|age difference|france|loss of virginity|oxford,237,Others,PG-13,4500000,2009,766,7.3,12000,8074715,179.4381111111111
Tony Richardson,9,109,62,518,Beau Bridges,584,5100000,Comedy,Romance,Joely Richardson,The Hotel New Hampshire ,6595,2024,Nastassja Kinski,0,football|hotel|teenage girl|terrorist|wien,61,Others,R,7500000,1984,552,6,345,-2400000,-32
Joe Carnahan,127,105,248,147,Chi McBride,673,10460089,Crime,Mystery,Jason Patric,Narc ,34098,1442,Alan Van Sprang,1,blood splatter|cover up|murder|police shootout|undercover,214,USA,R,7500000,2002,466,7.2,1000,2960089,39.46785333333334
Paul Gross,9,102,329,280,Paul Gross,611,4239767,Comedy,Romance,Molly Parker,Men with Brooms ,3709,1834,Kari Matchett,3,championship|coach|curling|marriage|rural setting,83,Others,R,7500000,2002,329,6,0,-3260233,-43.469773333333336
Charles Robert Carner,35,97,18,742,Jenny McCarthy,834,4131640,Comedy,NA,Ivana Milicevic,Witless Protection ,5463,4091,Richard Bull,2,fbi|polo|possum|sheriff|shotgun,20,USA,PG-13,7500000,2008,749,3.1,140,-3368360,-44.91146666666667
Russell Holt,6,118,0,249,Brenda Strong,373,3347439,Drama,NA,Eric Johnson,The Work and the Glory ,833,1233,Tiffany Dupont,1,1830s|baptism|intolerance|mormon church|sibling rivalry,33,USA,PG,7500000,2004,266,6.9,31,-4152561,-55.36748
Mike Judge,192,92,406,968,Mila Kunis,24000,10814185,Comedy,Romance,J.K. Simmons,Extract ,37530,41867,Clifton Collins Jr.,6,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury,106,USA,R,8000000,2009,15000,6.2,0,2814185,35.1773125
Claude Miller,38,103,27,59,Edouard Baer,71,206400,Comedy,Drama,Sandrine Kiberlain,Alias Betty ,1439,262,Roschdy Zem,0,child|criminal|death|depression|novelist,26,Others,NA,50000000,2001,59,6.9,26,-49793600,-99.5872
Michael Winterbottom,133,93,187,158,Om Puri,631,197148,Drama,Sci-Fi,Samantha Morton,Code 46 ,18109,1176,Natalie Mendoza,0,genetics|i.d.|love|sphinx|totalitarian,150,Others,R,7500000,2003,163,6.3,0,-7302852,-97.37136
Rodrigo García,222,113,127,373,Michael McElhatton,3000,3014541,Drama,NA,Mia Wasikowska,Albert Nobbs ,19616,4370,Mark Williams,3,19th century|hotel|painter|waiter|woman pretending to be a man,98,Others,R,8000000,2011,415,6.7,0,-4985459,-62.318237499999995
Siddharth Anand,16,153,5,60,Mary Goggin,532,872643,Comedy,Romance,Saif Ali Khan,Ta Ra Rum Pum ,2909,902,Vic Aviles,3,comeback|family relationships|marriage|new york|racer,37,USA,NA,6000000,2007,249,5.4,108,-5127357,-85.45595
Vincent Paronnaud,242,89,10,106,Gena Rowlands,963,4443403,Animation,Drama,Catherine Deneuve,Persepolis ,70194,1754,Danielle Darrieux,0,dream|girl|iran|islamic revolution|revolution,158,Others,PG-13,7300000,2007,545,8,14000,-2856597,-39.13146575342466
Nicolas Winding Refn,253,118,0,500,Bella Heathcote,18000,1330827,Horror,NA,Keanu Reeves,The Neon Demon ,9866,19879,Charles Baker,2,beauty|cannibalism|fashion|lesbian|model,73,Others,R,7000000,2016,860,7,0,-5669173,-80.9881857142857
Daniel Barber,224,97,12,641,Jack O'Connell,788,1818681,Action,Drama,Joseph Gilgun,Harry Brown ,74435,2486,Sean Harris,1,bayonet|death|police|self defense|widower,224,Others,R,7300000,2009,698,7.2,0,-5481319,-75.08656164383561
Sam Raimi,392,156,0,4000,James Franco,24000,336530303,Action,Romance,J.K. Simmons,Spider-Man 3 ,383071,46055,Kirsten Dunst,0,sandman|spider man|symbiote|venom|villain,1902,USA,PG-13,258000000,2007,11000,6.2,0,78530303,30.438101937984495
Robert Marcarelli,39,100,0,440,William Hootkins,488,12610552,Action,Fantasy,George Coe,The Omega Code ,4682,2428,Ayla Kell,0,code|evil|false accusation|megalomaniac|torah,206,USA,PG-13,7500000,1999,488,3.5,129,5110552,68.14069333333333
Jason Reitman,387,96,655,973,Jennifer Garner,24000,143492840,Comedy,Romance,J.K. Simmons,Juno ,414335,28817,Rainn Wilson,0,adoption|baby|friend|pregnancy|school,881,USA,PG-13,7500000,2007,3000,7.5,10000,135992840,1813.2378666666668
Guy Hamilton,120,120,82,175,Lois Maxwell,244,43800000,Action,Thriller,Desmond Llewelyn,Diamonds Are Forever ,74249,1105,Jill St. John,2,cat|diamond|ford mustang|james bond 007|yanked off bikini top,276,Others,GP,7200000,1971,177,6.7,0,36600000,508.3333333333333
Francis Ford Coppola,208,175,0,3000,Marlon Brando,14000,134821952,Crime,NA,Al Pacino,The Godfather ,1155770,28122,Robert Duvall,1,crime family|mafia|organized crime|patriarch|rise to power,2238,USA,R,6000000,1972,10000,9.2,43000,128821952,2147.0325333333335
Adrian Lyne,51,95,213,92,Cynthia Rhodes,225,94900000,Drama,Romance,Michael Nouri,Flashdance ,35172,791,Lee Ving,0,ballet school|dance|dancer|overalls|steel worker,128,USA,R,4000000,1983,174,6.1,0,90900000,2272.5
Marc Webb,331,95,464,11000,Chloë Grace Moretz,23000,32391374,Comedy,Romance,Joseph Gordon-Levitt,500 Days of Summer ,376600,54075,Zooey Deschanel,43,friend|greeting card|office|summer|true love,494,USA,PG-13,7500000,2009,17000,7.7,40000,24891374,331.88498666666663
Jane Campion,83,121,319,11,Ian Mune,1000,40158000,Drama,Romance,Holly Hunter,The Piano ,63931,1051,Geneviève Lemon,1,adultery|daughter|male rear nudity|new zealand|piano,241,Others,R,7000000,1993,18,7.6,0,33158000,473.68571428571425
Steven Soderbergh,324,110,0,11000,Alex Pettyfer,17000,113709992,Comedy,NA,Channing Tatum,Magic Mike ,108843,46646,Matthew McConaughey,1,bank|male nudity|male objectification|male stripper|stripper,281,USA,R,7000000,2012,15000,6.1,54000,106709992,1524.428457142857
Jonathan Liebesman,140,96,474,82,Emma Caulfield,1000,32131483,Horror,Thriller,Sullivan Stapleton,Darkness Falls ,25870,2212,Angus Sampson,0,boy|darkness|light|tooth|tooth fairy,369,USA,PG-13,11000000,2003,970,4.9,2000,21131483,192.1043909090909
Guy Hamilton,136,121,82,189,Geoffrey Holder,581,35400000,Action,Thriller,Yaphet Kotto,Live and Let Die ,74957,1865,Clifton James,3,british|cards|heroin|murder|tarot card,251,Others,PG,7000000,1973,547,6.8,0,28400000,405.71428571428567
Jay Russell,79,95,13,430,Frankie Muniz,1000,34099640,Drama,Sport,Clint Howard,My Dog Skip ,16651,2515,Cody Linley,0,1940s|dog|mississippi|puppy|veteran,149,USA,PG,5000000,2000,934,7,0,29099640,581.9928
Salim Akil,52,112,70,826,Loretta Devine,1000,37295394,Comedy,NA,Gary Dourdan,Jumping the Broom ,7973,5959,Laz Alonso,8,martha's vineyard|mother|older woman younger man relationship|wedding|weekend,59,USA,PG-13,6600000,2011,912,5.7,0,30695394,465.0817272727273
Baz Luhrmann,490,143,1000,76,Elizabeth Debicki,29000,144812796,Drama,NA,Leonardo DiCaprio,The Great Gatsby ,362933,29769,Steve Bisley,4,ingratitude|mansion|party|title appears in writing|tragedy,753,Others,PG-13,105000000,2013,509,7.3,115000,39812796,37.91694857142857
George Clooney,351,93,0,566,Tate Donovan,21000,31501218,Biography,History,Robert Downey Jr.,"Good Night, and Good Luck. ",84070,22745,Alex Borstein,0,cbs|expose|fear|paranoia|reporter,526,USA,PG,7500000,2005,650,7.5,0,24001218,320.01624
Bennett Miller,271,110,152,27,Michael J. Burg,22000,28747570,Biography,Drama,Philip Seymour Hoffman,Capote ,100571,22140,Kwesi Ameyaw,1,book|holcomb kansas|kansas|killer|truman capote,416,Others,R,7000000,2005,68,7.4,0,21747570,310.6795714285714
Robert Rodriguez,93,104,0,4000,Steve Buscemi,16000,25625110,Action,Thriller,Quentin Tarantino,Desperado ,138707,33758,Salma Hayek,0,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,202,USA,R,7000000,1995,12000,7.2,0,18625110,266.073
Michael Anderson,112,119,23,440,Jenny Agutter,1000,25000000,Action,Sci-Fi,Farrah Fawcett,Logan's Run ,39847,2951,Peter Ustinov,1,cat|computer|cult film|runner|sanctuary,242,USA,PG,9000000,1976,659,6.8,0,16000000,177.77777777777777
Guy Hamilton,118,125,82,244,Hervé Villechaize,16000,21000000,Action,Thriller,Christopher Lee,The Man with the Golden Gun ,73950,17611,Desmond Llewelyn,3,assassin|bikini|girl in a bikini|mission|secret agent,258,Others,PG,13000000,1974,387,6.8,2000,8000000,61.53846153846154
Craig R. Baxley,35,96,22,794,Vanity,1000,20257000,Action,Crime,Bill Duke,Action Jackson ,7569,5282,Carl Weathers,2,murder|power|psychotronic|tough cop|union,65,USA,R,7000000,1988,841,5.2,978,13257000,189.3857142857143
Neil Marshall,342,100,197,159,Shauna Macdonald,513,26005908,Adventure,Thriller,MyAnna Buring,The Descent ,154938,1379,Craig Conway,0,cave|expedition|friendship between women|group of friends|survival horror,1100,Others,R,3500000,2005,239,7.2,10000,22505908,643.0259428571428
Matt Bettinelli-Olpin,137,89,14,270,Allison Miller,971,15818967,Horror,NA,Zach Gilford,Devil's Due ,13913,2517,Vanessa Ray,0,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,120,USA,R,7000000,2014,479,4,0,8818967,125.98524285714285
David O. Russell,50,92,737,380,Mary Tyler Moore,718,14891000,Comedy,NA,Lily Tomlin,Flirting with Disaster ,15088,2240,David Patrick Kelly,3,adoption|armpit fetish|mistaken identity|new mexico|overalls,105,USA,R,7000000,1996,524,6.8,824,7891000,112.72857142857143
Rob Zombie,261,109,0,597,Ken Foree,1000,16901126,Crime,NA,Sid Haig,The Devil's Rejects ,76267,3544,Lew Temple,0,escape|police|road trip|sheriff|texas,687,USA,R,7000000,2005,649,6.9,0,9901126,141.44465714285715
Rick Famuyiwa,180,103,44,190,Rick Fox,637,17474107,Comedy,Drama,Kimberly Elise,Dope ,56605,1342,Kiersey Clemons,3,african american|geek|hip hop|party|tomboy,89,USA,R,7000000,2015,256,7.3,23000,10474107,149.6301
Michael Rymer,28,95,48,826,Omar Epps,1000,14003141,Crime,Thriller,LL Cool J,In Too Deep ,4598,4837,Nia Long,1,cunnilingus|oral sex|police|sex scene|undercover,29,USA,R,7000000,1999,865,6.1,375,7003141,100.04487142857144
Sam Mendes,750,143,0,393,Helen McCrory,883,304360277,Action,Thriller,Albert Finney,Skyfall ,522048,2039,Rory Kinnear,0,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,1498,Others,PG-13,200000000,2012,563,7.8,80000,104360277,52.1801385
Rob Zombie,202,105,0,303,Matthew McGrory,1000,12583510,Horror,NA,Sid Haig,House of 1000 Corpses ,60709,2444,Erin Daniels,0,actor playing multiple roles|axe|dark comedy|masked man|sadism,922,USA,R,7000000,2003,340,6,0,5583510,79.76442857142857
Ethan Coen,341,106,1000,98,Fred Melamed,816,9190525,Comedy,NA,Michael Stuhlbarg,A Serious Man ,102125,1120,Peter Breitmayer,1,bar mitzvah|jewish|marital breakup|nose job|rabbi,324,USA,R,7000000,2009,105,7,10000,2190525,31.29321428571429
Aaron Schneider,160,100,11,970,Robert Duvall,13000,9176553,Drama,NA,Bill Murray,Get Low ,19147,19330,Bill Cobbs,1,funeral|funeral home|hermit|party|secret,97,USA,PG-13,7500000,2009,3000,7.1,0,1676553,22.35404
Steve Miner,31,103,49,304,Richard E. Grant,687,9094451,Action,Horror,Julian Sands,Warlock ,11668,1990,Lori Singer,0,17th century|book|death|warlock|witch hunter,79,USA,R,7000000,1989,554,6.2,0,2094451,29.920728571428572
Gina Prince-Bythewood,71,116,107,658,Nate Parker,893,14612840,Drama,NA,Minnie Driver,Beyond the Lights ,11191,3110,Darryl Stephens,1,domestic abuse|public humiliation|sex symbol|singer|suicide attempt,37,USA,PG-13,7000000,2014,664,6.9,0,7612840,108.75485714285715
Tom Ford,281,99,192,292,Teddy Sears,14000,9166863,Drama,NA,Colin Firth,A Single Man ,83182,14816,Keri Lynn Pratt,2,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,247,USA,R,7000000,2009,343,7.6,16000,2166863,30.955185714285715
Martin Scorsese,114,164,17000,159,Barbara Hershey,883,8373585,Drama,NA,Irvin Kershner,The Last Temptation of Christ ,39680,1934,Roberts Blossom,0,carpenter|exorcism|faith|reference to jesus christ|temptation,308,USA,R,7000000,1988,618,7.6,0,1373585,19.622642857142857
Michael Corrente,72,96,30,407,George Wendt,761,7292175,Comedy,Romance,Jonathan Brandis,Outside Providence ,7736,2018,Shawn Hatosy,3,class|cornwall connecticut|dog|friend|pawtucket rhode island,100,USA,R,7000000,1999,412,6.4,0,292175,4.173928571428571
Gurinder Chadha,119,122,98,397,Martin Henderson,729,6601079,Comedy,Musical,Indira Varma,Bride & Prejudice ,17436,2321,Anupam Kher,1,bollywood|india|jane austen|london england|travel,276,Others,PG-13,7000000,2004,579,6.2,0,-398921,-5.698871428571429
Phillip Noyce,74,94,176,46,David Gulpilil,116,6165429,Adventure,Drama,Roy Billing,Rabbit-Proof Fence ,23486,312,Deborah Mailman,1,aborigine|based on true story|colonialism|fence|half caste,249,Others,PG,6000000,2002,93,7.5,0,165429,2.7571499999999998
Don Michael Paul,25,93,70,442,Faizon Love,692,5694308,Comedy,NA,Jeffrey Jones,Who's Your Caddy? ,13815,3128,Lil' Wayne,0,2000s|golf caddy|golf course|golfer|question mark in title,46,USA,PG-13,7000000,2007,585,2,446,-1305692,-18.652742857142858
Tony Maylam,39,96,6,38,Alun Armstrong,206,5430822,Action,Horror,Michael J. Pollard,Split Second ,8391,493,Alastair Duncan,0,appearing from water|breasts|creature|partner|water,75,Others,R,7000000,1992,192,6.2,0,-1569178,-22.41682857142857
Mitch Davis,27,113,7,35,Nathaniel Lees,11000,4720371,Adventure,Drama,Anne Hathaway,The Other Side of Heaven ,3203,11116,Miriama Smith,2,1950s|idaho|love|missionary|mormon,85,USA,PG,7000000,2001,43,6.5,650,-2279629,-32.56612857142857
Yash Chopra,29,192,147,397,Preity Zinta,8000,2921738,Drama,Romance,Shah Rukh Khan,Veer-Zaara ,34449,9984,Anupam Kher,0,fair|pakistan|prison|rescue|stranded,119,Others,NA,7000000,2004,860,7.9,2000,-4078262,-58.26088571428571
David Mamet,158,99,342,501,Randy Couture,1000,2344847,Drama,NA,Alice Braga,Redbelt ,18561,2158,Jose Pablo Cantillo,0,bar|debt|fight|instructor|jujitsu,119,USA,R,7000000,2008,518,6.8,0,-4655153,-66.50218571428572
Jay Duplass,223,91,157,224,Tim Guinee,490,7455447,Comedy,Romance,Matt Walsh,Cyrus ,29967,1136,Katie Aselton,2,21 year old|forename as title|musician|party|rearview mirror,126,USA,R,7000000,2010,259,6.3,0,455447,6.506385714285715
Kevin Brodie,25,100,0,359,Cheryl Ladd,655,2148212,Drama,NA,Bruce McGill,A Dog of Flanders ,781,1906,Jack Warden,0,artist|box office flop|dog|drawing|flanders,20,USA,PG,7000000,1999,476,6.3,157,-4851788,-69.31125714285714
Paul Schrader,97,105,261,617,Michael McKean,783,2062066,Biography,Drama,Ed Begley Jr.,Auto Focus ,11387,2684,Kurt Fuller,3,friendship|photography|radio|sex addict|video,147,USA,R,7000000,2002,658,6.6,357,-4937934,-70.54191428571428
George Hickenlooper,117,99,60,628,Jimmy Fallon,4000,1654367,Biography,NA,Hayden Christensen,Factory Girl ,18355,6526,Beth Grant,0,andy warhol|female nudity|public nudity|singer|socialite,106,USA,R,7000000,2006,787,6.4,3000,-5345633,-76.36618571428572
Lynne Ramsay,389,112,159,77,Siobhan Fallon Hogan,3000,1738692,Drama,NA,Ezra Miller,We Need to Talk About Kevin ,95529,3547,Ashley Gerasimovich,0,archery|defiance|mental illness|psychopath|toilet training,301,Others,R,7000000,2011,294,7.5,38000,-5261308,-75.16154285714286
Tim Chambers,34,99,2,455,Marley Shelton,1000,1889522,Drama,NA,Ellen Burstyn,The Mighty Macs ,1119,2589,Jennifer Butler,2,basketball|catholic|coach|college|nun,12,USA,G,7000000,2009,690,6.5,797,-5110478,-73.00682857142857
Rodrigo García,161,125,127,798,Jimmy Smits,6000,1110286,Drama,NA,Naomi Watts,Mother and Child ,9727,8876,Carla Gallo,6,adoption|baby|girl|lawyer|sex,65,USA,R,4825000,2009,941,7.2,0,-3714714,-76.98889119170984
Dick Richards,6,107,6,375,Terence Hill,963,1000000,Adventure,Romance,Catherine Deneuve,March or Die ,2215,2209,Jack O'Halloran,1,arab|bare chested male|foreign legion|french foreign legion|morocco,26,Others,PG,9000000,1977,750,6.3,122,-8000000,-88.88888888888889
Jean-Marie Poiré,16,107,8,39,Isabelle Nanty,106,700000,Comedy,Sci-Fi,Christian Clavier,Les visiteurs ,24438,215,Valérie Lemercier,1,distant past|future time travel|nobleman|squire|trapped in the past,78,Others,R,50000000,1993,54,7,0,-49300000,-98.6
Sofia Coppola,301,97,0,106,Chris Pontius,227,1768416,Comedy,NA,Nathalie Fay,Somewhere ,35848,684,Erin Wasson,0,actor|boredom|luxury hotel|party|trip,198,USA,R,7000000,2010,218,6.3,0,-5231584,-74.73691428571428
Alex Zamm,12,95,43,611,Raquel Welch,1000,306715,Comedy,NA,Taylor Negron,Chairman of the Board ,5143,5213,Larry Miller,1,box office flop|company|invention|roommate|surfer,62,USA,PG-13,10000000,1998,788,2.3,724,-9693285,-96.93285
Spencer Susser,134,106,58,973,Natalie Portman,23000,382946,Drama,NA,Joseph Gordon-Levitt,Hesher ,43965,44969,Rainn Wilson,0,bully|car|car accident|fire|vomiting,99,USA,R,7000000,2010,20000,7.1,19000,-6617054,-94.52934285714286
Gus Van Sant,103,103,835,NA,Casey Affleck,13000,236266,Adventure,Mystery,Matt Damon,Gerry ,15104,13000,NA,0,desert|friend|friendship|minimal dialogue|water,290,USA,R,3500000,2002,0,6.2,0,-3263734,-93.24954285714286
Thaddeus O'Sullivan,39,96,5,52,Luke Newberry,766,196067,Drama,NA,Olivia Williams,The Heart of Me ,1966,1251,Eleanor Bron,3,1930s|car accident|hospital|marital rape|painter,25,Others,R,7000000,2002,358,6.7,97,-6803933,-97.19904285714286
Peter Sollett,133,103,6,935,Josh Charles,7000,532988,Biography,Romance,Steve Carell,Freeheld ,5863,9660,Luke Grimes,0,cancer|gay bar|lesbian kiss|partner|public hearing,25,USA,PG-13,7000000,2015,1000,6.5,0,-6467012,-92.3858857142857
Shari Springer Berman,104,108,30,281,Marian Seldes,474,453079,Comedy,NA,Lynn Cohen,The Extra Man ,4124,2029,Dan Hedaya,4,co worker|escort|magazine|teacher|writer,29,USA,R,7000000,2010,403,5.9,916,-6546921,-93.52744285714286
Stephen Milburn Anderson,27,118,0,410,Mike Starr,26000,46451,Comedy,Thriller,Chris Hemsworth,Ca$h ,7663,27756,Paul Sanchez,2,cash|financial problem|heist|land rover|mortgage,38,USA,R,7000000,2010,854,6,694,-6953549,-99.33641428571428
